photo_id,sol,camera_id,camera_name,camera_full_name,img_src,earth_date,rover_id,rover_name,rover_landing_date,rover_launch_date,rover_status
1270732,1293,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NLR_1293_0781739365_972ECM_N0603478NCAM00502_01_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270733,1293,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NLR_1293_0781739365_972ECM_N0603478NCAM00502_02_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270734,1293,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NLR_1293_0781739407_974ECM_N0603478NCAM00502_01_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270735,1293,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NLR_1293_0781739407_974ECM_N0603478NCAM00502_02_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270736,1293,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NLR_1293_0781739487_474ECM_N0603478NCAM00502_02_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270737,1293,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NLR_1293_0781739615_991ECM_N0603478NCAM00502_01_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270747,1293,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NLR_1293_0781739324_231ECM_N0603478NCAM00502_02_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270592,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRG_1293_0781738963_949ECM_N0603478SCAM07293_00_1LLJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270620,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737931_675ECM_N0603478NCAM03293_07_190J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270636,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781738181_912ECM_N0603478NCAM02293_10_195J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270637,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781738364_789ECM_N0603478NCAM02293_01_195J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270638,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781738364_789ECM_N0603478NCAM02293_10_195J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270644,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781738181_912ECM_N0603478NCAM02293_01_195J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270645,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781738181_912ECM_N0603478NCAM02293_04_195J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270646,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781738181_912ECM_N0603478NCAM02293_07_195J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270647,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781738364_789ECM_N0603478NCAM02293_04_195J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270648,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781738364_789ECM_N0603478NCAM02293_07_195J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270649,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737364_347ECM_N0603478NCAM13293_04_190J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270657,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737364_347ECM_N0603478NCAM13293_01_190J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270662,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737172_347ECM_N0603478NCAM13293_01_190J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270663,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737172_347ECM_N0603478NCAM13293_04_190J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270664,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737271_410ECM_N0603478NCAM13293_01_190J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270665,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737271_410ECM_N0603478NCAM13293_04_190J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270666,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737931_675ECM_N0603478NCAM03293_10_190J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270668,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737634_566ECM_N0603478NCAM03293_01_190J02_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270669,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737931_675ECM_N0603478NCAM03293_04_190J03_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270678,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737634_566ECM_N0603478NCAM03293_07_185J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270679,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737634_566ECM_N0603478NCAM03293_10_185J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270680,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737782_612ECM_N0603478NCAM03293_07_190J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270681,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737782_612ECM_N0603478NCAM03293_10_190J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270684,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737634_566ECM_N0603478NCAM03293_04_190J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270685,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737782_612ECM_N0603478NCAM03293_01_190J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270686,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737782_612ECM_N0603478NCAM03293_04_190J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270687,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737931_675ECM_N0603478NCAM03293_01_190J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270713,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRB_1293_0781739487_474ECM_N0603478NCAM00502_02_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270714,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRB_1293_0781739615_991ECM_N0603478NCAM00502_02_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270715,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRG_1293_0781739407_974ECM_N0603478NCAM00502_01_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270720,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRB_1293_0781739615_991ECM_N0603478NCAM00502_04_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270721,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRG_1293_0781739535_975ECM_N0603478NCAM00502_01_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270722,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRG_1293_0781739615_991ECM_N0603478NCAM00502_03_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270725,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRB_1293_0781739487_474ECM_N0603478NCAM00502_04_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270726,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRB_1293_0781739535_975ECM_N0603478NCAM00502_02_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270727,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRB_1293_0781739535_975ECM_N0603478NCAM00502_04_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270728,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRG_1293_0781739487_474ECM_N0603478NCAM00502_03_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270729,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRG_1293_0781739535_975ECM_N0603478NCAM00502_03_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270730,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRG_1293_0781739615_991ECM_N0603478NCAM00502_01_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270738,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRB_1293_0781739324_231ECM_N0603478NCAM00502_02_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270739,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRB_1293_0781739365_972ECM_N0603478NCAM00502_04_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270740,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRB_1293_0781739407_974ECM_N0603478NCAM00502_02_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270741,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRB_1293_0781739407_974ECM_N0603478NCAM00502_04_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270742,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRG_1293_0781739324_231ECM_N0603478NCAM00502_03_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270743,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRG_1293_0781739365_972ECM_N0603478NCAM00502_03_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270744,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRG_1293_0781739407_974ECM_N0603478NCAM00502_03_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270745,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRG_1293_0781739487_474ECM_N0603478NCAM00502_01_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270748,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRB_1293_0781739324_231ECM_N0603478NCAM00502_04_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270749,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRB_1293_0781739365_972ECM_N0603478NCAM00502_02_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270750,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRG_1293_0781739324_231ECM_N0603478NCAM00502_01_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270751,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRG_1293_0781739365_972ECM_N0603478NCAM00502_01_1I6J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270785,1293,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/ncam/NRF_1293_0781737634_566ECM_N0603478NCAM03293_01_190J03_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270568,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR0_1293_0781726614_318ECM_N0602500ZCAM09353_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270577,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR0_1293_0781726614_318EBY_N0602500ZCAM09353_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270578,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR6_1293_0781726802_223EBY_N0602500ZCAM03992_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270579,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR6_1293_0781726802_223ECM_N0602500ZCAM03992_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270705,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR0_1293_0781738878_035EBY_N0603478ZCAM07125_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270706,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR7_1293_0781738789_534EBY_N0603478ZCAM01068_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270707,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR0_1293_0781726858_239EBY_N0602500ZCAM03992_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270708,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR1_1293_0781726851_223EBY_N0602500ZCAM03992_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270709,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR2_1293_0781726844_223EBY_N0602500ZCAM03992_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270710,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR3_1293_0781726836_223EBY_N0602500ZCAM03992_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270711,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR4_1293_0781726828_223EBY_N0602500ZCAM03992_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270712,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR5_1293_0781726819_239EBY_N0602500ZCAM03992_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270756,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR0_1293_0781727154_488ECM_N0602500ZCAM03022_100085J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270757,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR0_1293_0781727166_488ECM_N0602500ZCAM03022_100085J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270758,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR0_1293_0781738878_035ECM_N0603478ZCAM07125_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270759,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR1_1293_0781727143_488ECM_N0602500ZCAM03022_100085J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270760,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR2_1293_0781738502_535ECM_N0603478ZCAM01068_034080J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270761,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR2_1293_0781738626_535ECM_N0603478ZCAM01068_034080J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270762,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR2_1293_0781738652_535ECM_N0603478ZCAM01068_034080J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270763,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR4_1293_0781727106_488ECM_N0602500ZCAM03022_100085J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270764,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR5_1293_0781727092_488ECM_N0602500ZCAM03022_100085J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270765,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR7_1293_0781738789_534ECM_N0603478ZCAM01068_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270774,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR0_1293_0781726858_239ECM_N0602500ZCAM03992_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270775,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR1_1293_0781726851_223ECM_N0602500ZCAM03992_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270776,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR2_1293_0781726844_223ECM_N0602500ZCAM03992_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270777,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR2_1293_0781727131_488ECM_N0602500ZCAM03022_100085J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270778,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR3_1293_0781726836_223ECM_N0602500ZCAM03992_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270779,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR3_1293_0781727120_514ECM_N0602500ZCAM03022_100085J01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
1270780,1293,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01293/ids/edr/browse/zcam/ZR4_1293_0781726828_223ECM_N0602500ZCAM03992_1100LMJ01_1200.jpg,2024-10-08,8,Perseverance,2021-02-18,2020-07-30,active
